video_id,comment_id,parent_id,author_channel_id,author_display_name,text,like_count,reply_count,published_at,is_reply,niche
nCKmGW3vYa8,UgyurGXarh22EaJBaKd4AaABAg.9lOx6Ft6FElA-6DeJMJioK,UgyurGXarh22EaJBaKd4AaABAg,UC754fEQz3hOrUfv6UKa0Oyw,@lovemysaku,+ chamber’s codename was deadeye,0,0,2024-01-28T07:50:28Z,True,valorant
nCKmGW3vYa8,Ugxga7dtKxd9Xg5qilV4AaABAg,,UClG5SZK-AEkW2UaNdVA3pkQ,@1010_Hi,Dude the amount of nostalgia you just pumped into my brain is insane. Thank you.,46,2,2023-01-28T04:49:06Z,False,valorant
v2uMRyYZJ3Q,UgzK9RFmD56nxjkD0TZ4AaABAg,,UCnduLTlyCztK1VuEfZAF0cA,@valorant_clip0,nice game man,0,0,2025-07-24T18:16:14Z,False,valorant
UKJeCLrLEKg,UgxPlx9oVKHBvWMCT454AaABAg.ATmDmo2umMZATqYV8vk0Vx,UgxPlx9oVKHBvWMCT454AaABAg,UC_3N_IM9gv2yJIpVlgOHG3g,@Sqeedys,"​@Ztef fair enough but a regular search engine would work much better 😭

especially with something specific to a game rather than a general fact/information",0,0,2026-03-02T08:38:43Z,True,valorant
bmFcX9D_Eh8,UgzFJoCHGpLMksMjRKB4AaABAg.AHYihOToncjAILsYLEuBCR,UgzFJoCHGpLMksMjRKB4AaABAg,UCZs_G6PFpGF8S8Ws3pj2ZQw,@itsvalfr,@karan-v6v4i no people in silvers need to focus on crosshair placement radients are SO different from silvers silvers need crosshair placement burst fire and gamesense your dumb,0,0,2025-05-20T15:41:37Z,True,valorant
bmFcX9D_Eh8,UgywclrmOciwbsHere14AaABAg,,UC1Fom3t8UXBNHYQkZodaSgw,@aaravbahl,That Phoenix tho🫣,0,0,2025-05-30T19:14:28Z,False,valorant
k6YT0G4FK78,UgwIwrkw8nd-RZ7jpSd4AaABAg,,UCMpKKdQmhRNPRwnjcKVFaZQ,@pqh8503,Grass is green ahh title bro,0,0,2026-04-23T12:41:31Z,False,valorant
ciJomoDnNAY,Ugxr5hUFdH_U_aBqxQJ4AaABAg,,UCaEeXjSZkr4FxTUKXI9bfCQ,@Unluckyartistry,pretty nasty gang🥶🥶,0,0,2026-04-30T03:15:39Z,False,valorant
k6YT0G4FK78,Ugz3njytZ6YlpSFa4Ql4AaABAg,,UCYEOAJAyBMpGeTL5qF_8l1A,@JugaadhSingh,Her playing with tenz's heart was also super broken🥀,6,0,2026-04-15T17:39:08Z,False,valorant
v2uMRyYZJ3Q,UgxVFZVZoOnejdsIZv14AaABAg.ACkGs62FQAZAGFvJDWxWcZ,UgxVFZVZoOnejdsIZv14AaABAg,UCyFCPqHH0MhonXH94s_jApQ,@thewestaa,bc of he recording at 60 fps,1,0,2025-03-29T15:07:32Z,True,valorant
ciJomoDnNAY,UgwPzEv0IjmmHxPrAml4AaABAg,,UCUwpwHwqVy7zlc3ffR4TPIw,@Akikovalo,first dayammmmm,1,0,2026-04-29T12:01:58Z,False,valorant
UKJeCLrLEKg,UgxaTkUzJ-VyzPT0hDZ4AaABAg,,UCcdlrfix2ZCNiGw6xK9jH6w,@Swshyrr,w vid bro damn wat was the game towards the end at abour 12:40,0,0,2026-03-04T05:21:16Z,False,valorant
8cKnsC2lOcI,UgyRgLzsLyjIwSNwyip4AaABAg.AKHh_zfGsVrAKHxfZrITxu,UgyRgLzsLyjIwSNwyip4AaABAg,UCKeVxi9ezkyp3mbuHjR4KSw,@Narwax,yup,0,0,2025-07-07T20:12:15Z,True,valorant
AcrY3p4mncw,UgzWbviw_3JS-qWpXUh4AaABAg,,UC1lLWcjcjClR5LJSliAvT2Q,@cristongamer8955,can u play in gold lobby and smurf,0,0,2026-03-24T04:09:01Z,False,valorant
k6YT0G4FK78,Ugz2YTVBJdu_NiCd4xV4AaABAg,,UC_-V9iVP0qFeVvQVKoIJNJg,@bepoyora,TenZ consistent uploads before GTA 6,8,0,2026-04-15T14:59:04Z,False,valorant
UKJeCLrLEKg,UgyJ8EZNZ6XnNc0mUrl4AaABAg.AUQ62kp9QNTAUQ653Dvu3J,UgyJ8EZNZ6XnNc0mUrl4AaABAg,UCS4kV_nqQKC9vuF7i7yHn0w,@rhonamaymanset7548,In 12:22,0,0,2026-03-16T13:22:23Z,True,valorant
441tMwoFSeE,UgwhR9xsjwhI-HnvlYt4AaABAg,,UC_kuik_ZM5geAvY5934Bm4w,@NensNick,Damn this was perfect timing,2,0,2025-05-28T08:20:35Z,False,valorant
nCKmGW3vYa8,UgxLTOfERDeV7HNwXLJ4AaABAg,,UCTfS6qyoqG93YNzB3SvIN2w,@noshika9245,"Soo many nostalgia. I somehow remember all of it, except for the two guy in Icebox",0,0,2023-01-31T12:57:44Z,False,valorant
UKJeCLrLEKg,UgzVyEMdtpJ9gn2YOqh4AaABAg,,UCc3i3jwHc79oWg56mxtPCcg,@amievenrealbruh,"Broski can trickshot like god, but cant even one shot guy that is not looking and staying still🙏🙏",0,0,2026-02-28T15:18:21Z,False,valorant
QQYKN5MWFyU,UgwBCSZRJC4R8yWQ34p4AaABAg,,UC0rB8NCbnIdKTslvy62eE8g,@chosen-83e,switches?,0,0,2022-10-10T00:28:21Z,False,valorant
AcrY3p4mncw,UgylAUVDje07dURmE1R4AaABAg,,UCcpY25eVwNm9rYqsYE7tZRg,@rixxjw,we should totally duo bro,2,0,2026-03-30T21:13:14Z,False,valorant
8cKnsC2lOcI,Ugwg8nqkSMP0YbCcIZB4AaABAg,,UC0Cdk9r27IQ-raTsRawQwFw,@rexzo2683,bro how is ur game has this much crisp quality rather than valorant settings . what changes in editing  bro pls say it... LOVE U 3000,0,0,2025-07-20T15:45:21Z,False,valorant
GlW8KmJaRvk,UgzK08oZUwP-9et4N0x4AaABAg,,UC4ZEzii2idSfHhpT7mqcqpw,@ArshdeepSingh-r9v4h,yo do you remember me kevv im arshnah lmaoo,0,0,2026-04-22T02:50:07Z,False,valorant
441tMwoFSeE,UgyxyLlb9E2DteuSwqR4AaABAg,,UCyx0a1pq0syr7ddvuiHyjxw,@christ.j4159,Any agent for slow player ...,1,3,2025-05-28T21:57:05Z,False,valorant
nCKmGW3vYa8,Ugzl907RKkwcmgkFN594AaABAg.9lPCxWe1tHc9sJ_QKJ5Jgt,Ugzl907RKkwcmgkFN594AaABAg,UCj8oZvh5BBFKohFw71X2o0g,@ajanradoncic1527,bots,0,0,2023-07-18T16:08:22Z,True,valorant
GlW8KmJaRvk,Ugz3DfvnkkgrXbktXrt4AaABAg,,UCZRolOMkrF1f5gjwuDk0t1A,@Singadaa,na bro this was actually a fun video,0,0,2024-10-08T03:08:05Z,False,valorant
QQYKN5MWFyU,UgyISwZJrCYT-2IGgsF4AaABAg,,UCopa2ZgRfito2H4j81UWYJg,@rishigenix,POGGERS,1,0,2022-09-20T16:25:20Z,False,valorant
v2uMRyYZJ3Q,UgylR6qWhdtVWrzsvWV4AaABAg.ACkNskuxNVwAG_Imk6m3tX,UgylR6qWhdtVWrzsvWV4AaABAg,UCR4pXT6gnpMF3rBWAFbujgA,@SittarJansakorn,"i believe it is called ""Chicken peek""",3,0,2025-04-06T13:06:13Z,True,valorant
nCKmGW3vYa8,UgyxJqbJg_KrH52hsHJ4AaABAg.9lSaGxHQavA9wgQRnojJtT,UgyxJqbJg_KrH52hsHJ4AaABAg,UCKl12cJIWJAzDU2W3hs2O5w,@adam.doubleoseven,Even in this battlepass there's a versus card of breach and raze. It seems like they have been chased. So I agree with your input.,12,0,2023-11-04T08:28:33Z,True,valorant
mGMjmmjojBA,UgwKSPIwTyk4SFVQgep4AaABAg.AG3qMQ-7t6UAG8f5nDNSIn,UgwKSPIwTyk4SFVQgep4AaABAg,UCqMZIZzdgH08wcqqXJjXpGA,@jennyfer974,I tried and it worked.. they removed omen sounds so they shouldn't know where u tp.. weird if they know,0,0,2025-03-26T19:31:12Z,True,valorant
UKJeCLrLEKg,UgyGeUwBDIDApmDms4J4AaABAg.ATlx6ZXfWgXATw0hU3Cn1v,UgyGeUwBDIDApmDms4J4AaABAg,UCZf_E1w1lzxtNvVjeG5Dpxw,@divyanshrangary1134,@Pli@Plim007he is a minecraft youtuber. He is friends with Dream,1,0,2026-03-04T11:38:52Z,True,valorant
UKJeCLrLEKg,UgxV8cJ3UHCVADPZThN4AaABAg,,UCiu2Xl-DM89JTseJkd4IMuw,@KoulShaurya_PianoBoy,Bro why am I watching temet dance at 3 am 😅😭✌🏻,0,0,2026-03-02T19:06:24Z,False,valorant
mGMjmmjojBA,UgzY7aoQCPXu3jMVtD54AaABAg.AG7aTae-wWLAH4tBr0343T,UgzY7aoQCPXu3jMVtD54AaABAg,UCGQRULUsbNJ9uVNSwMh-iUw,@Rebirth_sensei,"I saw that too, that's crazy news to me",0,0,2025-04-19T04:48:48Z,True,valorant
GlW8KmJaRvk,UgxfE2O-_E-Hfc6U8il4AaABAg,,UCJN6ewnXkTcf8n_pwiSX2hQ,@vedantpatel1370,"Crab walk is a Genius plan,  as pro player Frist tap on head 😅",1,0,2024-10-07T05:43:16Z,False,valorant
441tMwoFSeE,UgyfvqSPm_zzMX6NARx4AaABAg.AMX27RHIfQLARV_OICacdo,UgyfvqSPm_zzMX6NARx4AaABAg,UCP4Oam9Yq50o8kmVin09xqg,@theoryworks7759,@BlueTree242it frees up room for your team to push too in a regular 5v5 situation,3,0,2026-01-03T02:49:10Z,True,valorant
6GHKIFrVqGg,UgypOcxb5jNrB-PtLUZ4AaABAg,,UC6o1YbkEHvj1tf5EgRl9K5g,@Deawhyn_0,13:12 brother that mouse pad,0,0,2026-05-02T11:47:04Z,False,valorant
UKJeCLrLEKg,Ugxia-6qcf6X-9BJvtp4AaABAg,,UCuPP235hWZKu0wv4uGuC9sw,@DemizeR6,I love how every time he uses his stun its always a clove that gets hit,0,0,2026-03-04T01:29:25Z,False,valorant
GlW8KmJaRvk,UgxLtT5q9UY2uhlpGXx4AaABAg,,UCp7pUQP_NMCSTpYHJRKjcWg,@EqUser,microwave mic to silver me bhi hote hai,1,0,2024-10-07T05:22:55Z,False,valorant
GlW8KmJaRvk,UgyE1Kvf78TcNHHFKOF4AaABAg.AAe447ZedZ5AHi7SVZDIRP,UgyE1Kvf78TcNHHFKOF4AaABAg,UCZaBl5lu4O2dfcxlgqXmaig,@mekzekb7,brooo seriouslyy its sooo trueee,0,0,2025-05-04T19:51:46Z,True,valorant
v2uMRyYZJ3Q,Ugy68fjffLThcIzwxUR4AaABAg.AClo3INkolGAD9p-PCgk3v,Ugy68fjffLThcIzwxUR4AaABAg,UC7NbcZL2TO_Ji-15Nonoh8A,@the_eggy_boi13,like what?,0,0,2025-01-11T16:42:46Z,True,valorant
zniikXNIIpE,UgyAjmrrYFc8RDyzqLt4AaABAg.AVZlH7KOhwWAVZlgX1Nds8,UgyAjmrrYFc8RDyzqLt4AaABAg,UCLTbJghp8w9Ogt5EoVE66vw,@OLIXYT_23,And like the profiles and what they fo,0,0,2026-04-14T03:59:12Z,True,valorant
bmFcX9D_Eh8,Ugx2mwfQJAlqXqKe1ex4AaABAg,,UCWSyf_Iske9vVSh7fCCIE7Q,@AlesandroPriftis,Balance between evergreen and trending keeps channels resilient,0,0,2025-09-24T04:35:02Z,False,valorant
UKJeCLrLEKg,Ugw4R3D0uPohZJfQDi94AaABAg,,UC6tV_H9rkreacRxrFY9V3Vw,@Kronix_01,holy clips temet ur the goat,1,0,2026-02-28T13:19:20Z,False,valorant
nCKmGW3vYa8,UgyurGXarh22EaJBaKd4AaABAg.9lOx6Ft6FEl9lUODoKPilc,UgyurGXarh22EaJBaKd4AaABAg,UCNZquycpC3xBaxdgSrjNlLw,@ZeninjerXYZ,"Bombshell actually refers to her codename during development and/or current. Same goes for Omen, having the codename ""Wraith"" (sourced from google ""what is omen's codename valorant""",1,0,2023-01-29T21:13:41Z,True,valorant
4_fDKEmJx_o,Ugwtj5sTv3gmktOusdp4AaABAg,,UCy54SZl3R47-_s9KTs2_i7Q,@VALFAM12,I hope you get well soon,3,0,2025-09-22T19:50:02Z,False,valorant
UKJeCLrLEKg,UgxM_U4gjBvSLniF87h4AaABAg.ATls6XhA4xBATm2-jinmCD,UgxM_U4gjBvSLniF87h4AaABAg,UCB9y1Va5jD2OAt6CcelrZ7g,@twizzylean,Most of the clips r thru solo ulting and ulting on himself in vct they can tap him mid air doesn't really matter how good ur movement is,27,0,2026-02-28T14:37:50Z,True,valorant
v2uMRyYZJ3Q,UgxKbFj01twsJauy7Bh4AaABAg,,UCX-ZC3Is1RUz8o9PC65aOSw,@kalyanidas8963,"I can estimated that this is atleast ascendant 3 - immortal 1 lobby cus the opponent some times give good shots which is by angle holdings. For those who think that he is not legit then show me a single match were the score board has a score difference of more than 3. This shows that he plays menacingly sometimes but also get killed by good player. But anyways mad respect for you aim man❤

So there are 2 matches where winning score diff is more than three - 2:43 and 12:02 and 3 matches with losing score diff - 3:08,4:21 and 5:24 see for ur selves",1,0,2025-01-30T18:37:31Z,False,valorant
UKJeCLrLEKg,UgxikhGp7pBmDo_UbVt4AaABAg,,UCA2uyRZDNTtEIeTN4186bJg,@BAYHARBOURBUTCHER-DEXTER,"Alt Title  -  ""Bullying eco round enemies with my full buy""",0,0,2026-03-23T17:52:51Z,False,valorant
4_fDKEmJx_o,UgzKt_nALrlfuNzIifV4AaABAg,,UC8JpjUbv-vQdgSG7Lvc4bFg,@Skylatap,"broo get well soon broo
pagaling ka im filipino",0,0,2025-09-23T03:28:28Z,False,valorant
IJdbjEi4OvQ,Ugyn2DpaBLMzCLb15ax4AaABAg,,UCUBQ18ALnp3Wm3lg1vZa21g,@MusabÜnal-k8p,Brawl stars oyna,0,0,2026-04-17T08:03:53Z,False,valorant
UKJeCLrLEKg,UgwdCIKTsunosum-0MJ4AaABAg,,UC6AIpW14NmAUjIbcwmq1qHg,@KESHAV_1M99,7:00 ufff thats was insane flick  damn!,1,0,2026-03-04T16:58:59Z,False,valorant
ciJomoDnNAY,UgzWLWFi-mO3Km2tzYx4AaABAg,,UCaaZkeVJH6XfpeZ2A32gV-w,@ayeitsbenny,Lotta baiting,0,0,2026-04-29T14:16:29Z,False,valorant
v2uMRyYZJ3Q,UgyO8ZFJ958QN-AeCM14AaABAg.ACl7Txzs_NAACmpasmbqZg,UgyO8ZFJ958QN-AeCM14AaABAg,UCqQWX1JRiSJdMd9J5rlDc3g,@jeffstein123,you mean swiftplay or nah?,7,0,2025-01-02T09:06:15Z,True,valorant
IJdbjEi4OvQ,Ugz9pEZOIbUqjVmGPW94AaABAg,,UCQ4ElLEGfXo7hiNII8xW5Hw,@the_dr_duck,wow i never seen such clips on baguette .,0,0,2026-04-16T07:59:28Z,False,valorant
UKJeCLrLEKg,UgyJYQPrxvlYii0cc7x4AaABAg,,UCO5hA5WKUGUHbkcgXl77YBg,@davidmestasgamarra3768,"Love the lethal part. hahaha
nice video Temet",1,0,2026-02-28T22:06:28Z,False,valorant
v2uMRyYZJ3Q,UgyXJ8i1nKhPXZQ4W7h4AaABAg.AEX0RegCL9uAG_Yn7MIzQt,UgyXJ8i1nKhPXZQ4W7h4AaABAg,UCCWM_BH0yBZoMVP4eLUcuNg,@i_love_megamind,"I could tell by the first timeu said it gng, no need to repeat it 4 times 🪫🪫",1,0,2025-04-06T15:26:05Z,True,valorant
8cKnsC2lOcI,UgybTtsENDDtCOTpT2V4AaABAg,,UCg05OdeFuo1dmCBYGZemm5A,@Lynxo61,what mouse are you using,0,0,2025-08-15T20:36:39Z,False,valorant
IJdbjEi4OvQ,Ugz7V80PhzWnhdeqVR14AaABAg,,UCtS-QlHwylMc4Aes9tqED-g,@ProbablyCheater,the chamber 1:00 😂,1,0,2026-04-16T11:14:49Z,False,valorant
k6YT0G4FK78,Ugyi2ulo5y2-yYDNe_F4AaABAg,,UCx5_4Q4IlUvh7JOtZFEkxGw,@ethanhutchinson7409,The title reminds me of that picture of Obama rewarding Obama with a medal,0,0,2026-04-22T06:40:59Z,False,valorant
k6YT0G4FK78,UgxBZU1etN1S6Qpz1KF4AaABAg,,UCHsy-HRXDf7dissifpSWI7g,@mascot_oui7756,Play more with jynxzi,0,0,2026-04-15T12:23:48Z,False,valorant
QQYKN5MWFyU,Ugwm2ji3NvjDpEIv4sx4AaABAg,,UCxBzAFDNC_ICNvjK-khb4cw,@hydsit,do you actually feel a difference between 240hz and 390hz?,1,0,2022-09-20T22:28:55Z,False,valorant
IJdbjEi4OvQ,UgzWA4igv94rfHLkF_R4AaABAg,,UCj-iQmTKUTHJBPstnAEKtAQ,@Killedrust,new bundle is best ever,4,0,2026-04-16T06:57:04Z,False,valorant
GlW8KmJaRvk,Ugz_hkJ4M6i_Jvc_MF54AaABAg,,UCvAtupnKo_-yuXK-P3Kxjlg,@manjushapatil03,bhai jhut nahi bolunga par meri lobby to dam dangerous,0,0,2025-07-05T15:09:24Z,False,valorant
9W_LQOKeQKE,UgwBSwBfMewcIFdP7oh4AaABAg,,UCI38NVnSfGNEnWunCFLRQpw,@karakaya_oruchan,"Hey buddy, what DPI are you using?",0,1,2026-04-13T18:39:48Z,False,valorant
QQYKN5MWFyU,Ugz1IlxYEOB5iQ4CUt54AaABAg,,UCSwgB_GBGzSf053nQLArkXw,@arisbourgos,"As always, never disappointed.",0,0,2022-09-20T17:58:31Z,False,valorant
bmFcX9D_Eh8,UgzpJKZn8Kf6kPY1M1R4AaABAg.AJTp_SRBCY8AKkRx4iS1RA,UgzpJKZn8Kf6kPY1M1R4AaABAg,UCIxwx0cmFS7XJNN2W8jfI2Q,@goomy6502,​@ahu2872bruh i aint saying this. I'm just making fun of the guy who made the video,1,0,2025-07-19T07:03:30Z,True,valorant
8cKnsC2lOcI,UgxWvkEqU6a9AhxD1HV4AaABAg,,UCbBoSDU8V5TQe0jxbDAsfxA,@aiking7357,what is your windows mouse cursor speed,0,0,2025-10-12T15:25:29Z,False,valorant
mGMjmmjojBA,Ugx6OF_-braOtgF2MZF4AaABAg,,UCoH1o7_t1MQgXzIer7-neKg,@NickPlays-on3ht,Omen is lowk cracked,0,0,2026-03-13T15:41:24Z,False,valorant
8cKnsC2lOcI,UgxGu2VHA0TtRsnXGCl4AaABAg,,UCRPhPyLQCTeTI1JHLKbFs1A,@ThomasTv-df7ex,Your GPU OR CPU TELL ME PLZ ??,0,0,2025-08-10T11:20:23Z,False,valorant
GlW8KmJaRvk,UgzMNXfNnjhycVcAx914AaABAg,,UCMFAMWoeBN9xDZsRngoSD6Q,@not.ferrous,"""I'm IRON ONE"" 😼💦",0,0,2025-11-27T12:42:00Z,False,valorant
k6YT0G4FK78,UgzVTlAXF6ltfB1A_394AaABAg.AVc6YcokcXRAVc7mTviqhm,UgzVTlAXF6ltfB1A_394AaABAg,UCAYDPEso304EoN_80is8b5w,@literalnuisance,yep u hear it first at 0:56,0,0,2026-04-15T11:18:42Z,True,valorant
GlW8KmJaRvk,UgwVdB38lw-bSFGU-9p4AaABAg.A9HKmXrEaYjA9HzUElOrk8,UgwVdB38lw-bSFGU-9p4AaABAg,UCDMkvlspLagyoJHqpcnfX3Q,@Arnav-p4h,Wo apni lobby mein. Hi khel rha hai 😂,10,0,2024-10-07T10:42:43Z,True,valorant
IJdbjEi4OvQ,UgyRnpHw7uyQqXpxm7Z4AaABAg,,UCl2CXJB4h7g7fyBs6OHIQ_g,@GC012-z9l,the buddy is killing me,0,0,2026-04-27T19:21:13Z,False,valorant
AcrY3p4mncw,Ugz-kybHjp-95Vq8pKl4AaABAg,,UCGS4X6QxE_4I7j-RC20rGEw,@andykim222,Clicked on to comment abt the AI thumbnail. Stayed for the good editing.,0,0,2026-03-11T23:51:42Z,False,valorant
UKJeCLrLEKg,Ugx3Hd9_4DkZ3BqRXjN4AaABAg,,UCR3DJylap_FlJODoQC1mOjg,@chipvlr,8:21 bravo for killing the wintrader (bdog),0,0,2026-03-04T02:29:31Z,False,valorant
b1X3YuT_ruk,Ugy-W1k9UEvwM6AzVON4AaABAg,,UCRNDMv7wWRc0OhH3UTegIdw,@Thenormalcallednihal,Well uh my enemies are sometimes tenz but I manage😭,1,2,2026-03-29T15:37:39Z,False,valorant
b1X3YuT_ruk,Ugw1bovudrmQ-RFQ-MR4AaABAg,,UCNEzfCV9087HKVz4kXVz7zg,@aggressxr2903,"he summarizes the entire video in the first minute, Your peeks suck because you need game sense so you should play more. he says pros make peeking look easy bc they've been in the situations multiple times. the rest is just regurgitating that in every way possible. you're welcome for saving 12 minutes of your life",1,0,2026-03-30T05:15:59Z,False,valorant
AcrY3p4mncw,Ugw4MIwZ2Dv3VdEcTgR4AaABAg,,UCXNrSvP5nfuGkOBIBYPCVfg,@Vickytoria76992,<3,0,0,2026-03-11T16:32:50Z,False,valorant
AcrY3p4mncw,UgwFwVOohGk9fwH64kt4AaABAg,,UCZQhRZ1VlMZujrsmt2NbBJA,@ScidAtomic,Im tbh thinking that fade is boosted or smth,0,0,2026-03-27T20:26:11Z,False,valorant
9W_LQOKeQKE,Ugwoy2O8sNQmFVVthGl4AaABAg.AVVO10PUbVAAVVXA-NtKpu,Ugwoy2O8sNQmFVVthGl4AaABAg,UCEydc7vN5OMN5Nm7688zuCw,@FarhatShah006,"its just ui stretched, not true stretch",0,0,2026-04-12T12:26:35Z,True,valorant
AcrY3p4mncw,UgxHfVHAUx0zmKk8Tt54AaABAg,,UCqCwxEsNgsOknJrQuy-RCmg,@ammujosep,R u a gooner?,0,0,2026-03-08T10:00:48Z,False,valorant
nCKmGW3vYa8,UgyiPN9-QDxim7maNlB4AaABAg,,UCBfHPv2fnj8gu7xmH1l9siw,@JamesHoang9,"Don't forget that back when the operator cost 4500 credits, the max credits you could have was 12,000 now reduced to 9000. Which made it insanely difficult to gain momentum on a win since they'd just keep buying more OPs...",290,2,2023-01-28T07:52:55Z,False,valorant
441tMwoFSeE,UgxGR-tRjyX9cSetSsh4AaABAg,,UCHhFcppEgYyvAf7uzFkGRXQ,@vodangtunglam9209,is x2 crazylight good,0,1,2025-05-28T08:05:49Z,False,valorant
QQYKN5MWFyU,UgwYkDMeDXQa_kugZpV4AaABAg,,UCWQVxxWcFU1f0SBrU9u6QXw,@q6ehagksaqweasdk548,what keyboard,0,0,2022-09-30T19:00:20Z,False,valorant
b1X3YuT_ruk,UgxhHEXJ_wx_dEq8L5t4AaABAg.AV-JACbcj3IAV0Qd-qDU1s,UgxhHEXJ_wx_dEq8L5t4AaABAg,UCx5x7rUu_bsn7O9GVXWuqSw,@synx06,Thats js bullshit,0,0,2026-03-31T10:33:03Z,True,valorant
IJdbjEi4OvQ,UgzHTsVl36FyV5YV7pt4AaABAg,,UCWdCX29pkhr0XswcZ7zE9Ow,@Anti-Imbeciles,Worst skin 2026,0,0,2026-04-18T04:25:43Z,False,valorant
9W_LQOKeQKE,UgyIyArdlWp4-wVpCet4AaABAg,,UCNZLLhVmpVJCFAzV4vpoCaQ,@oxygen2343,ABENG JAGO BANGET,1,0,2026-04-14T21:09:52Z,False,valorant
AcrY3p4mncw,UgyOBsH1yUbzlEs5gj94AaABAg.AU7xUNSSt5mAUC5v24sIfW,UgyOBsH1yUbzlEs5gj94AaABAg,UCfhp7IxdyrbdY2vPbkvvntA,@Vishnu-l1x8c,​@pringles..muncherbut u did luv u😢,0,0,2026-03-11T02:51:30Z,True,valorant
zniikXNIIpE,UgxmX1kPSPZVGaATl614AaABAg,,UCTsORCWy96BW6Q5YbyGDqZA,@beckmadedis,dude you’ve got to teach me some stuff i’m getting very good really quickly but can’t rank up,1,2,2026-04-12T14:33:17Z,False,valorant
bmFcX9D_Eh8,UgzFJoCHGpLMksMjRKB4AaABAg.AHYihOToncjAIJOMAUb-j7,UgzFJoCHGpLMksMjRKB4AaABAg,UCoT5FXZnD1beUaVQNYn8xHA,@karan-v6v4i,dont rage if u can't hit radiant,53,0,2025-05-19T16:30:35Z,True,valorant
nCKmGW3vYa8,UgyFhbNUquGAxsOqrOR4AaABAg,,UCw4_YQP_GGBxEHMFCNFtKCQ,@Sunny-rx5rh,"Coming from someone who played yhe first year and paused up until reccetly, its crazy to see all of tge chnages the game has made.",0,0,2023-05-04T00:12:34Z,False,valorant
